  CURRENCY DATE = 02/18/24
                                     LATITUDE    LONGITUDE     OBSTACLE            AGL   AMSL LT ACC MAR FAA         ACTION
OAS#      V CO ST CITY            DEG MIN SEC   DEG MIN SEC   TYPE                 HT    HT     H V IND STUDY           JDATE
-------------------------------------------------------------------------------------------------------------------------------
24-000001 O US MD CRISFIELD        37 58 31.14N 075 49 45.18W TOWER              1 00255 00259 R 4 D P 2013AEA06910OE C 2017356 
24-044989 U US MD CRISFIELD        37 58 53.91N 075 51 27.98W TOWER              1 00190 00193 N 4 D N 2019AEA02810OE A 2020182 
24-006200 U US MD CRISFIELD        37 58 59.00N 075 50 39.00W TANK               1 00100 00104 U     U                C 1993228 
24-000129 O US MD SMITH ISLAND     38 00 23.00N 076 01 31.00W TOWER              1 00035 00039 N 5 D N                C 2005261 
24-040257 U US MD POCOMOKE CITY    38 00 30.66N 075 27 34.11W T-L TWR            1 00112 00143 N 4 D N 2016AEA06918OE A 2018004 
24-040258 U US MD POCOMOKE CITY    38 00 34.37N 075 27 31.25W T-L TWR            1 00112 00142 N 4 D N 2016AEA06917OE A 2018022 
24-040259 U US MD POCOMOKE CITY    38 00 39.43N 075 27 27.34W T-L TWR            1 00112 00142 N 4 D N 2016AEA06916OE A 2018018 
24-040260 U US MD POCOMOKE CITY    38 00 44.66N 075 27 23.31W T-L TWR            1 00112 00144 N 4 D N 2016AEA06915OE A 2018005 
24-040261 U US MD POCOMOKE CITY    38 00 49.92N 075 27 19.26W T-L TWR            1 00107 00137 N 4 D N 2016AEA06914OE A 2018018 
24-033560 U US MD UNKNOWN          38 00 55.92N 075 49 20.21W POLE               1 00017 00017 R 1 A N                C 2021043 
24-040262 U US MD POCOMOKE CITY    38 00 56.02N 075 27 15.01W T-L TWR            1 00107 00119 N 4 D N 2016AEA06913OE A 2018019 
24-033546 U US MD UNKNOWN          38 00 57.05N 075 49 18.96W POLE               1 00017 00017 R 1 A N                C 2021043 
24-033346 U US MD UNKNOWN          38 00 59.85N 075 49 36.27W BLDG               1 00014 00014 R 1 A N                C 2021043 
24-035658 U US MD UNKNOWN          38 01 00.90N 075 49 35.32W BLDG               1 00017 00017 R 1 A N                C 2021043 
24-033347 U US MD UNKNOWN          38 01 01.04N 075 49 34.86W BLDG               1 00016 00016 R 1 A N                C 2021043 
24-033348 U US MD UNKNOWN          38 01 01.08N 075 49 35.57W BLDG               1 00016 00016 R 1 A N                C 2021043 
24-040263 U US MD POCOMOKE CITY    38 01 01.88N 075 27 10.97W T-L TWR            1 00102 00111 N 4 D N 2016AEA06912OE A 2018018 
24-040264 U US MD POCOMOKE CITY    38 01 07.18N 075 27 07.32W T-L TWR            1 00102 00115 N 4 D N 2016AEA06911OE A 2018018 
24-040265 U US MD POCOMOKE CITY    38 01 12.47N 075 27 03.66W T-L TWR            1 00102 00123 N 4 D N 2016AEA06910OE A 2018018 
24-040266 U US MD POCOMOKE CITY    38 01 17.77N 075 27 00.01W T-L TWR            1 00102 00125 N 4 D N 2016AEA06909OE A 2018018 
24-040267 U US MD POCOMOKE CITY    38 01 22.98N 075 26 56.42W T-L TWR            1 00092 00112 N 4 D N 2016AEA06908OE A 2018018 
24-040268 U US MD POCOMOKE CITY    38 01 28.18N 075 26 52.82W T-L TWR            1 00092 00120 N 4 D N 2016AEA06907OE A 2018018 
24-040269 U US MD POCOMOKE CITY    38 01 33.39N 075 26 49.23W T-L TWR            1 00092 00119 N 4 D N 2016AEA06906OE A 2018018 
24-044729 O US MD POCOMOKE CITY    38 01 35.40N 075 31 58.20W TOWER              1 00349 00372 D 4 D N 2017AEA01781OE A 2019346 
24-040270 U US MD POCOMOKE CITY    38 01 38.63N 075 26 45.62W T-L TWR            1 00102 00124 N 4 D N 2016AEA06905OE A 2018018 
24-040271 U US MD POCOMOKE CITY    38 01 43.85N 075 26 42.01W T-L TWR            1 00102 00131 N 4 D N 2016AEA06904OE A 2018011 
24-000906 O US MD MARION STATION   38 01 44.50N 075 45 04.00W TOWER              1 00473 00480 D 1 A N 2018AEA13041OE C 2019106 
24-040272 U US MD POCOMOKE CITY    38 01 49.15N 075 26 38.35W T-L TWR            1 00102 00135 N 4 D N 2016AEA06903OE A 2018005 
24-040273 U US MD POCOMOKE CITY    38 01 54.45N 075 26 34.69W T-L TWR            1 00102 00135 N 4 D N 2016AEA06902OE A 2018011 
24-040274 U US MD POCOMOKE CITY    38 01 59.23N 075 26 29.94W T-L TWR            1 00097 00128 N 4 D N 2016AEA06901OE A 2018023 
24-020763 O US MD STOCKTON         38 02 00.30N 075 25 11.72W TOWER              1 00196 00231 N 1 A N 2013AEA00286OE A 2013092 
24-040275 U US MD POCOMOKE CITY    38 02 03.91N 075 26 25.30W T-L TWR            1 00097 00127 N 4 D N 2016AEA06900OE A 2018026 
24-040276 U US MD POCOMOKE CITY    38 02 08.92N 075 26 20.32W T-L TWR            1 00102 00136 N 4 D N 2016AEA06899OE A 2018018 
24-040278 U US MD POCOMOKE CITY    38 02 13.74N 075 26 15.53W T-L TWR            1 00092 00125 N 4 D N 2016AEA06898OE A 2018018 
24-001031 O US MD MARION           38 02 17.30N 075 45 51.83W TOWER              1 00348 00354 D 5 D N 2004AEA01476OE C 2006358 
24-040279 U US MD POCOMOKE CITY    38 02 18.56N 075 26 10.74W T-L TWR            1 00092 00126 N 4 D N 2016AEA06897OE A 2018018 
24-040280 U US MD POCOMOKE CITY    38 02 23.38N 075 26 05.95W T-L TWR            1 00092 00125 N 4 D N 2016AEA06896OE A 2018018 
24-040281 U US MD POCOMOKE CITY    38 02 28.21N 075 26 01.16W T-L TWR            1 00097 00131 N 4 D N 2016AEA06895OE A 2018018 
24-040282 U US MD POCOMOKE CITY    38 02 33.03N 075 25 56.37W T-L TWR            1 00097 00130 N 4 D N 2016AEA06894OE A 2018018 
24-040283 U US MD POCOMOKE CITY    38 02 37.85N 075 25 51.58W T-L TWR            1 00097 00131 N 4 D N 2016AEA06893OE A 2018018 
24-040284 U US MD POCOMOKE CITY    38 02 42.67N 075 25 46.79W T-L TWR            1 00092 00125 N 4 D N 2016AEA06892OE A 2018018 
24-040285 U US MD POCOMOKE CITY    38 02 47.41N 075 25 42.07W T-L TWR            1 00097 00130 N 4 D N 2016AEA06891OE A 2018018 
24-040286 U US MD POCOMOKE CITY    38 02 52.31N 075 25 37.20W T-L TWR            1 00097 00130 N 4 D N 2016AEA06890OE A 2018018 
24-040287 U US MD POCOMOKE CITY    38 02 57.13N 075 25 32.41W T-L TWR            1 00097 00131 N 4 D N 2016AEA06889OE A 2018018 
24-006202 U US MD POINT LOOKOUT    38 02 59.00N 076 19 22.00W TANK               1 00100 00105 U     U                C 1993228 
24-000061 O US MD POCOMOKE CITY    38 03 11.00N 075 34 08.00W TOWER              1 00325 00344 R 4 D M                C 2014152 
24-000982 O US MD POCOMOKE CITY    38 03 12.77N 075 42 24.12W TOWER              1 00200 00205 N 5 E N 2003AEA01795OE C 2004256 
24-037769 U US MD POKOMOKE CITY    38 03 14.20N 075 33 55.40W ANTENNA            1 00149 00169 N 4 D N 2016AEA04208OE A 2018023 
24-006004 U US MD POCOMOKE CITY    38 03 30.00N 075 33 59.00W TOWER              1 00170 00200 U     U                A 1976076 
24-000313 O US MD POCOMOKE CITY    38 04 06.00N 075 34 42.00W T-L TWR            2 00194 00201 N 1 D U                C 2006029 
24-000639 O US MD POCOMOKE CITY    38 04 36.36N 075 32 16.74W TOWER              1 00413 00424 D 1 A N 2017AEA09862OE C 2017313 
24-000713 O US MD POCOMOKE CITY    38 05 14.86N 075 27 53.33W TOWER              1 00348 00368 D 3 C N 2008AEA02151OE C 2012159 
24-000963 O US MD POKOMOKE CITY    38 06 04.93N 075 27 48.00W TOWER              1 00349 00365 R 2 C M 2001AEA04702OE C 2005128 
24-046076 O US MD WESTOVER         38 06 47.00N 075 39 15.00W TOWER              1 00499 00519 M 4 D N 2021AEA00868OE A 2022342 
24-000826 O US MD WESTOVER         38 06 53.00N 075 44 48.00W TOWER              1 00220 00228 R 5 D M 1996AEA00755OE C 2004263 
24-006208 U US MD GREEN HILL       38 07 06.00N 075 40 28.00W TOWER              1 00100 00115 U     U                C 1994249 
24-021121 O US MD RIDGE            38 07 13.03N 076 22 18.82W TOWER              1 00343 00415 D 2 C N 2016AEA04369OE A 2017142 
24-000133 O US MD LEONARD          38 07 16.00N 076 22 30.00W TOWER              1 00143 00200 N 5 D N 2002AEA00529OE C 2012319 
24-053238 U US MD RIDGE            38 07 20.43N 076 22 12.70W TOWER              1 00175 00255 N 4 D N 2022AEA11646OE A 2023339 
24-000461 O US MD WESTOVER         38 07 43.00N 075 41 56.00W TOWER              1 00220 00234 R 5 D M 1982AEA00879OE C 2014152 
24-053033 O US MD ST. INIGOES      38 08 10.69N 076 26 13.11W TOWER              1 00162 00172 R 1 A P 2021AEA11565OE A 2023137 
24-020878 O US MD PATUXENT RIVER   38 08 12.87N 076 26 11.93W TOWER              1 00126 00140 R 5 D N 2013AEA00328OE A 2016005 
